YP_005854714	385818324	NC_017470	Lactobacillus amylovorus GRL1118| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	LAB52_09005	complement(1752148..1752927)	"chromosome partitioning protein para"
YP_273636	71734992	NC_005773	Pseudomonas syringae pv. phaseolicola 1448A| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	PSPPH_1379	1600790..1601884	"ATP-binding Mrp/Nbp35 family protein"
YP_800940	116331222	NC_008510	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197| Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.	LBJ_1622	complement(1908640..1909551)	"chromosome partitioning ATPase"
YP_005285384	378720495	NC_016906	Gordonia polyisoprenivorans VH2| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Gordoniaceae; Gordonia.	GPOL_c50240	complement(5664039..5664920)	"chromosome partitioning protein ParA"
YP_008396438	529235626	NC_021994	Enterococcus faecium Aus0085| Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus.	EFAU085_02919	complement(2986051..2986818)	"sporulation initiation inhibitor protein Soj"
YP_001814327	172057867	NC_010556	Exiguobacterium sibiricum 255-15| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillales Family XII. Incertae Sedis; Exiguobacterium.	Exig_1858	complement(1821457..1822311)	"cobyrinic acid ac-diamide synthase"
YP_003885715	307150331	NC_014501	Cyanothece sp. PCC 7822| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece.	Cyan7822_0395	428576..431191	"hypothetical protein"
YP_008227314	525675689	NC_021740	Mycobacterium tuberculosis EAI5| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	M943_16600	complement(3574400..3575200)	"plasmid partitioning protein ParA"
YP_001386688	153935358	NC_009698	Clostridium botulinum A str. Hall| Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	CLC_0812	830089..831834	"arsenical pump-driving ATPase ArsA"
YP_002972351	240850951	NC_012846	Bartonella grahamii as4aup| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella.	Bgr_14720	complement(1659852..1660481)	"chromosome partitioning protein ParA1"
YP_005691536	384511958	NC_017305	Corynebacterium pseudotuberculosis PAT10| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	CpPAT10_2108	complement(2330554..2331546)	"Chromosome partitioning protein parA"
YP_008407888	530321622	NC_022048	Borrelia burgdorferi CA382| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Borrelia; Borrelia burgdorferi group.	L144_03570	764380..765351	"ATP-binding protein"
YP_006396977	398351513	NC_018000	Sinorhizobium fredii USDA 257| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	USDA257_c16310	complement(1732183..1733463)	"replication protein A"
YP_007584147	470197746	NC_020536	Staphylococcus aureus subsp. aureus ST228| Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus.	SAI6T6_1016030	complement(2186254..2187300)	"ATP-binding protein Mrp-like protein"
YP_008547866	543966430			
YP_002953956	239907215	NC_012796	Desulfovibrio magneticus RS-1| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	DMR_25790	2881716..2882618	"carbon monoxide dehydrogenase accessory protein CooC"
YP_610941	104784443	NC_008027	Pseudomonas entomophila L48| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	PSEEN5552	complement(5880900..5881691)	"chromosome partitioning ATPase ParA"
YP_005510795	384128182	NC_017161	Hydrogenobacter thermophilus TK-6| Bacteria; Aquificae; Aquificales; Aquificaceae; Hydrogenobacter.	Hydth_0092	95199..96398	"arsenite-activated ATPase ArsA"
YP_003913002	308049436	NC_014541	Ferrimonas balearica DSM 9799| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Ferrimonadaceae; Ferrimonas.	Fbal_1724	complement(1921428..1922234)	"septum site-determining protein MinD"
YP_004474212	333900339	NC_015556	Pseudomonas fulva 12-X| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	Psefu_2147	complement(2287569..2288207)	"Cobyrinic acid ac-diamide synthase"
YP_003640274	296133027	NC_014152	Thermincola potens JR| Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Thermincola.	TherJR_1520	complement(1587948..1588829)	"Cobyrinic acid ac-diamide synthase"
YP_007068204	427720210	NC_019682	Calothrix sp. PCC 7507| Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix.	Cal7507_5021	5695429..5696235	"septum site-determining protein MinD"
YP_007657377	472325131	NC_020829	Pseudomonas denitrificans ATCC 13867| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	H681_09815	complement(2148327..2148965)	"ParA type ATPase"
YP_007743386	478472962			
YP_003646085	296138842	NC_014158	Tsukamurella paurometabola DSM 20162| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Tsukamurellaceae; Tsukamurella.	Tpau_1114	1140234..1141052	"cobyrinic acid ac-diamide synthase"
YP_004667350	338534016	NC_015711	Myxococcus fulvus HW-1| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus.	LILAB_21860	complement(5179082..5179864)	"IS21 family transposition helper protein truncated"
YP_001091996	126697110	NC_009091	Prochlorococcus marinus str. MIT 9301| Bacteria; Cyanobacteria; Prochlorales; Prochlorococcaceae; Prochlorococcus.	P9301_17721	complement(1496149..1497222)	"MRP protein-like protein"
YP_001764243	170732296	NC_010508	Burkholderia cenocepacia MC0-3| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex.	Bcenmc03_0944	1046185..1047000	"septum site-determining protein MinD"
YP_001511558	158319050	NC_009921	Frankia sp. EAN1pec| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Frankineae; Frankiaceae; Frankia.	Franean1_7333	complement(8969253..8970665)	"cobyrinic acid ac-diamide synthase"
YP_002478471	219883310			
YP_004929303	357416283	NC_016147	Pseudoxanthomonas spadix BD-a59| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas.	DSC_03045	complement(449161..449940)	"chromosome partitioning protein"
YP_005726860	384542798	NC_017328	Shigella flexneri 2002017| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella.	SFxv_1331	complement(1262666..1263478)	"Septum site-determining protein minD"
YP_665821	110347003			
YP_007203485	430744356	NC_019892	Singulisphaera acidiphila DSM 18658| Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Singulisphaera.	Sinac_3534	4421817..4422983	"chromosome partitioning ATPase"
YP_002397331	218689119	NC_011745	Escherichia coli ED1a| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia.	ECED1_1317	complement(1305062..1305874)	"cell division inhibitor MinD"
YP_003637656	296130406	NC_014151	Cellulomonas flavigena DSM 20109| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Cellulomonadaceae; Cellulomonas.	Cfla_2569	complement(2876304..2877878)	"response regulator receiver protein"
YP_006148655	386628935	NC_017651	Escherichia coli str. 'clone D i2'| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia.	i02_1453	complement(1406823..1407635)	"cell division inhibitor MinD"
YP_006408392	390944631	NC_018010	Belliella baltica DSM 15883| Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cyclobacteriaceae; Belliella.	Belba_3123	3348103..3348882	"chromosome partitioning ATPase"
YP_003770381	300790090	NC_014318	Amycolatopsis mediterranei U32| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Pseudonocardineae; Pseudonocardiaceae; Amycolatopsis.	AMED_8281	9108708..9109649	"cobyrinic acid a,c-diamide synthase"
YP_004860601	347753036	NC_016023	Bacillus coagulans 36D1| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bcoa_2645	2885034..2885843	"septum site-determining protein MinD"
YP_004790654	344205513	NC_015947	Stenotrophomonas maltophilia JV3| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group.	BurJV3_0092	112159..112788	"partition protein"
YP_001692928	169825317	NC_010376	Finegoldia magna ATCC 29328| Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales Family XI. Incertae Sedis; Finegoldia.	FMG_1620	complement(1786924..1787745)	"chromosome partitioning protein ParA-like protein"
YP_004201105	322421882	NC_014973	Geobacter sp. M18| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	GM18_4422	complement(5173233..5174006)	"Cobyrinic acid ac-diamide synthase"
YP_006052861	386354615	NC_017586	Streptomyces cattleya NRRL 8057 = DSM 46488| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptomycineae; Streptomycetaceae; Streptomyces.	SCATT_09680	complement(1053494..1054453)	"partitioning or sporulation protein"
YP_008564310	544389895	NC_022364	Escherichia coli LY180| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia.	LY180_05970	complement(1265178..1265990)	"cell division inhibitor MinD"
YP_003961523	310829166	NC_014624	Eubacterium limosum KIST612| Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium.	ELI_3602	complement(3348422..3349204)	"cobyrinic acid a"
YP_007024712	426405741	NC_019567	Bdellovibrio bacteriovorus str. Tiberius| Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio.	Bdt_3772	complement(3979999..3980811)	"partition protein, ParA-like protein"
NP_718759	24374716	NC_004347	Shewanella oneidensis MR-1| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	SO_3204	complement(3344156..3344947)	"ParA family protein"
YP_129382	54308362	NC_006370	Photobacterium profundum SS9| Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium.	PBPRA1169	1316413..1317489	"ATP-binding protein"
YP_374148	78186105	NC_007512	Chlorobium luteolum DSM 273| Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Pelodictyon.	Plut_0217	212289..213119	"protochlorophyllide reductase iron-sulfur ATP-binding protein"
YP_005825242	385792266	NC_017450	Francisella cf. novicida Fx1| Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella.	FNFX1_0334	complement(319243..320067)	"hypothetical protein"
YP_002808713	227811351			
YP_003616847	296109898	NC_014122	Methanocaldococcus infernus ME| Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus.	Metin_1230	1105247..1106035	"cell division ATPase MinD"
YP_005039897	374292862	NC_016622	Azospirillum lipoferum 4B| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Azospirillum.	AZOLI_2475	complement(2332039..2332683)	"putative cobyrinic acid a,c-diamide synthase"
YP_006891086	409912621	NC_017454	Geobacter sulfurreducens KN400| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	KN400_2120	complement(2274676..2275554)	"carbon monoxide dehydrogenase accessory protein CooC"
YP_005438703	383759717	NC_017075	Rubrivivax gelatinosus IL144| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Rubrivivax.	RGE_38650	complement(4152254..4153045)	"cobyrinic acid a,c-diamide synthase"
YP_004270	46198603	NC_005835	Thermus thermophilus HB27| Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus.	TTC0295	283461..284513	"mrp protein"
YP_001422095	154686934	NC_009725	Bacillus amyloliquefaciens subsp. plantarum str. FZB42| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	RBAM_025040	complement(2622258..2623067)	"hypothetical protein"
YP_001876705	187734593	NC_010655	Akkermansia muciniphila ATCC BAA-835| Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Akkermansia.	Amuc_0079	104109..104879	"Cobyrinic acid ac-diamide synthase"
YP_004523114	333990500	NC_015576	Mycobacterium sp. JDM601| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium.	JDM601_1860	2026461..2027213	"Soj family ATPase"
YP_006259248	386858681			
YP_005137045	376246806	NC_016786	Corynebacterium diphtheriae HC01| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	CDHC01_2256	complement(2422516..2423532)	"chromosome partitioning protein ParA"
YP_007985323	501436529	NC_021219	Candidatus Saccharimonas aalborgensis| Bacteria; Candidatus Saccharibacteria; Candidatus Saccharimonas.	L336_0733	731580..732341	"chromosome partitioning protein parA"
YP_001916704	188585159	NC_010718	Natranaerobius thermophilus JW/NM-WN-LF| Bacteria; Firmicutes; Clostridia; Natranaerobiales; Natranaerobiaceae; Natranaerobius.	Nther_0520	543199..543996	"septum site-determining protein MinD"
YP_004073759	315453489	NC_014810	Helicobacter felis ATCC 49179| Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter.	HFELIS_10850	1078878..1079669	"septum site-determining protein"
YP_006520792	397679257	NC_018150	Mycobacterium abscessus subsp. bolletii str. GO 06| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium abscessus.	MYCMA_1039	complement(2890391..2891662)	"membrane protein"
YP_005492779	384044762	NC_017138	Bacillus megaterium WSH-002| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	BMWSH_0586	606683..607489	"ATPase activator of MinC"
NP_881778	33594134	NC_002929	Bordetella pertussis Tohama I| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella.	BP3228	3441319..3442134	"septum site-determining protein"
YP_004688858	339501484			
YP_005528462	384145646	NC_017186	Amycolatopsis mediterranei S699| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Pseudonocardineae; Pseudonocardiaceae; Amycolatopsis.	RAM_02565	502829..504166	"hypothetical protein"
NP_794988	28872369	NC_004578	Pseudomonas syringae pv. tomato str. DC3000| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	PSPTO_5257	complement(5978140..5978790)	"hypothetical protein"
NP_378295	15922626	NC_003106	Sulfolobus tokodaii str. 7| Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Sulfolobus.	ST2293	complement(2300876..2301541)	"hypothetical protein"
YP_007729902	478455830			
YP_001356292	152990570	NC_009662	Nitratiruptor sp. SB155-2| Bacteria; Proteobacteria; Epsilonproteobacteria; Nitratiruptor.	NIS_0823	825951..826766	"cell division inhibitor MinD"
NP_871377	32491123	NC_004344	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Wigglesworthia.	WGLp374	complement(432465..433298)	"hypothetical protein"
YP_004928952	357415932	NC_016147	Pseudoxanthomonas spadix BD-a59| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas.	DSC_01290	71404..72204	"chromosome partitioning protein"
YP_002798930	226943857	NC_012560	Azotobacter vinelandii DJ| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Azotobacter.	Avin_17420	1728664..1729974	"hypothetical protein"
YP_006978922	410863688	NC_019393	Alteromonas macleodii AltDE1| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas.	amad1_20470	complement(4633296..4634090)	"chromosome partitioning transcriptional regulator"
NP_779534	77747689	NC_004556	Xylella fastidiosa Temecula1| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella.	PD1336	complement(1563241..1564095)	"polysaccharide export protein"
YP_002433518	218782200	NC_011768	Desulfatibacillum alkenivorans AK-01| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae; Desulfatibacillum.	Dalk_4371	5475767..5476522	"Cobyrinic acid ac-diamide synthase"
YP_006438181	392401581	NC_018019	Corynebacterium pseudotuberculosis Cp162| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	Cp162_2085	complement(2288694..2289626)	"chromosome partitioning protein parA"
YP_004905664	357390823	NC_016109	Kitasatospora setae KM-6054| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptomycineae; Streptomycetaceae; Kitasatospora.	KSE_39120	complement(4363670..4364662)	"putative partitioning/sporulation protein"
YP_001718349	169832367	NC_010424	Candidatus Desulforudis audaxviator MP104C| Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Candidatus Desulforudis.	Daud_2230	complement(2340532..2341296)	"cobyrinic acid a,c-diamide synthase"
YP_006431349	392394747	NC_018017	Desulfitobacterium dehalogenans ATCC 51507| Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfitobacterium.	Desde_3265	3258955..3259734	"CO dehydrogenase maturation factor"
NP_768077	27376548	NC_004463	Bradyrhizobium diazoefficiens USDA 110| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium.	bll1437	complement(1569245..1570513)	"pilus assembly protein"
YP_008429901	530549351	NC_022084	Thermococcus litoralis DSM 5473| Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus.	OCC_06438	complement(1690501..1691238)	"CDP-4-dehydro-6-deoxy-D-gulose 4-reductase"
YP_008701124	554381425	NC_022592	Clostridium autoethanogenum DSM 10061| Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	CAETHG_3665	3951788..3953533	"arsenite-activated ATPase ArsA"
YP_004995209	375134559	NC_016603	Acinetobacter calcoaceticus PHEA-2| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex.	BDGL_000941	992292..993074	"chromosome partitioning protein"
YP_005416219	384261033	NC_017059	Rhodospirillum photometricum DSM 122| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Rhodospirillum.	RSPPHO_00623	complement(790056..790703)	"Cobyrinic acid a,c-diamide synthase"
YP_004638944	337744782	NC_015690	Paenibacillus mucilaginosus KNP414| Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	KNP414_00449	complement(467009..467824)	"partition protein/ATPase"
YP_002317578	213155533	NC_011586	Acinetobacter baumannii AB0057| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex.	AB57_0164	184119..184961	"ParA family protein"
YP_003244203	261407962	NC_013406	Paenibacillus sp. Y412MC10| Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	GYMC10_4169	complement(4750389..4751279)	"Cobyrinic acid ac-diamide synthase"
YP_007743370	478470267			
YP_968945	120609267	NC_008752	Acidovorax citrulli AAC00-1| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax.	Aave_0566	complement(613447..614331)	"cobyrinic acid a,c-diamide synthase"
YP_003790095	301051884	NC_014335	Bacillus cereus biovar anthracis str. CI| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group.	BACI_c01750	146830..147897	"ATP-binding protein"
YP_007215728	430759871	NC_019902	Thioalkalivibrio nitratireducens DSM 14787| Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Thioalkalivibrio.	TVNIR_0545	complement(519277..520029)	"ATPase, ParA family"
YP_004984307	375010674	NC_016593	Geobacillus thermoleovorans CCB_US3_UF5| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; Geobacillus thermoleovorans group.	GTCCBUS3UF5_39090	complement(3587896..3588657)	"sporulation initiation inhibitor protein soj"
YP_006316337	387886038	NC_017909	Francisella noatunensis subsp. orientalis str. Toba 04| Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella.	OOM_0313	complement(288720..289541)	"septum formation inhibitor-activating ATPase"
YP_004515353	333986143	NC_015572	Methylomonas methanica MC09| Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylomonas.	Metme_4514	complement(4951251..4952027)	"Cobyrinic acid ac-diamide synthase"
YP_008904539	608996447	NC_023035	Spirochaeta sp. L21-RPul-D2| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta.	L21SP2_3502	complement(3774442..3775197)	"Chromosome (plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj"
YP_005209937	378952449	NC_016830	Pseudomonas fluorescens F113| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	PSF113_4552	complement(5306735..5307829)	"protein ApbC"
YP_004997317	375136667	NC_016603	Acinetobacter calcoaceticus PHEA-2| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex.	BDGL_003049	3279035..3279877	"putative ATPase involved in chromosome partitioning (ParA family ATPase)"
YP_008261017	525857865	NC_021818	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Salmonella.	CFSAN002050_15555	2890020..2890832	"cell division inhibitor MinD"
YP_002920113	238895378	NC_012731	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Klebsiella.	KP1_3444	3264359..3265171	"cell division inhibitor MinD"
YP_129157	54308137	NC_006370	Photobacterium profundum SS9| Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium.	PBPRA0944	1044382..1045161	"SOJ-like and chromosome partitioning protein"
YP_003448333	288957992	NC_013854	Azospirillum sp. B510| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Azospirillum.	AZL_011510	1317109..1317747	"cobyrinic acid ac-diamide synthase"
YP_584919	94311709	NC_007973	Cupriavidus metallidurans CH34| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus.	Rmet_2777	complement(3024261..3024923)	"Cobyrinic acid a,c-diamide synthase"
YP_004840168	347533405	NC_015977	Roseburia hominis A2-183| Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia.	RHOM_15650	complement(3337500..3338282)	"chromosome partitioning protein ParA"
YP_004520873	333988266	NC_015574	Methanobacterium paludis| Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium.	MSWAN_2063	complement(2162596..2163444)	"ParA/MinD-like ATPase"
YP_007831940	479203349	NC_021040	Roseburia intestinalis M50/1| Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia.	ROI_18120	1819554..1820243	"CobQ/CobB/MinD/ParA nucleotide binding domain."
NP_460771	16765156	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Salmonella.	STM1815	1912818..1913630	"ATPase MinD"
YP_005569109	384183347	NC_017200	Bacillus thuringiensis serovar finitimus YBT-020| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group.	YBT020_27345	complement(5347133..5347894)	"chromosome segregation ATPase"
YP_003729381	298736851	NC_014256	Helicobacter pylori B8| Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter.	HPB8_1360	complement(1333693..1334799)	"chromosome partitioning ATP-binding protein"
