YP_003830832	302670872	NC_014387	Butyrivibrio proteoclasticus B316| Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio.	bpr_I1513	1860445..1861587	"reducing end xylose-releasing exo-oligoxylanase Xyn8A"
YP_003386258	284036328	NC_013730	Spirosoma linguale DSM 74| Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma.	Slin_1409	complement(1712538..1713836)	"glycoside hydrolase family protein"
YP_004146715	319787240	NC_014924	Pseudoxanthomonas suwonensis 11-1| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas.	Psesu_1642	1815539..1816885	"glycoside hydrolase family protein"
YP_003353804	281491824	NC_013656	Lactococcus lactis subsp. lactis KF147| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	LLKF_1370	complement(1430777..1431910)	"glycosyl hydrolase family protein"
YP_005148864	376262144	NC_016791	Clostridium sp. BNL1100| Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	Clo1100_2907	complement(3334536..3335666)	"endoglucanase Y"
YP_007655823	472323577	NC_020829	Pseudomonas denitrificans ATCC 13867| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	H681_02005	441707..441982	"hypothetical protein"
YP_004643484	337749322	NC_015690	Paenibacillus mucilaginosus KNP414| Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	KNP414_05090	complement(5602083..5603246)	"reducing end xylose-releasing exo-oligoxylanase"
YP_005445413	383766432	NC_017080	Phycisphaera mikurensis NBRC 102666| Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; Phycisphaera.	PSMK_13570	complement(1591333..1593324)	"putative ABC transporter permease/ATP-binding protein"
YP_003352760	281490780	NC_013656	Lactococcus lactis subsp. lactis KF147| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	LLKF_0288	286003..287118	"family 8 glycosyl hydrolase"
YP_008098753	512590911	NC_021494	Lactobacillus reuteri I5007| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	LRI_0399	405510..406649	"glycoside hydrolase"
YP_004622612	337283141	NC_015678	Streptococcus parasanguinis ATCC 15912| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	HMPREF0833_11653	1780405..1781508	"endoglucanase"
YP_008509892	538370880	NC_022244	Streptococcus anginosus C1051| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group.	SAIN_1476	complement(1538954..1540057)	"putative endogluconase"
YP_001036701	125972791	NC_009012	Ruminiclostridium thermocellum ATCC 27405| Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium.	Cthe_0269	331571..333004	"glycoside hydrolase family protein"
YP_007829016	479199998	NC_021039	Ruminococcus champanellensis 18P13 = JCM 17042| Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus.	RUM_08240	895779..897203	"Endoglucanase Y"
YP_001613859	162451492	NC_010162	Sorangium cellulosum So ce56| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Sorangium.	sce3220	complement(4500870..4502363)	"endo-1,4-beta-glucanase"
YP_003661870	296454727	NC_014169	Bifidobacterium longum subsp. longum JDM301| Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium.	BLJ_1599	complement(1915196..1916326)	"xylanase Y"
YP_007937017	488766920	NC_021181	Lactobacillus acidophilus La-14| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	LA14_0107	103669..104793	"Endoglucanase Y"
YP_004093550	317127268	NC_014829	Bacillus cellulosilyticus DSM 2522| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bcell_0537	complement(605987..607126)	"glycoside hydrolase family protein"
YP_004325652	331266022	NC_015291	Streptococcus oralis Uo5| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	SOR_0649	615146..616249	"endoglucanase"
YP_005314404	379722273	NC_016935	Paenibacillus mucilaginosus 3016| Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	PM3016_4494	complement(5367546..5368703)	"reducing end xylose-releasing exo-oligoxylanase"
YP_007773205	479142031	NC_021010	Eubacterium rectale DSM 17629| Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium.	EUR_20710	2119244..2120386	"Endoglucanase Y"
YP_008326980	526231917	NC_021872	Lactobacillus reuteri TD1| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	N134_08615	complement(1770048..1771187)	"beta-glucanase"
YP_007508576	459285471	NC_020450	Lactococcus lactis subsp. lactis IO-1| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	lilo_1253	complement(1368547..1369680)	"endoglucanase Y"
YP_813932	116628760	NC_008530	Lactobacillus gasseri ATCC 33323| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	LGAS_0082	95751..96869	"endoglucanase Y"
YP_005045656	374295465	NC_016627	NA LOCUS       NC_016627            4897678 bp    DNA     circular CON 11-JUN-2013 DEFINITION  Clostridium clariflavum DSM 19732 chromosome, complete genome. ACCESSION   NC_016627 VERSION     NC_016627.1  GI:374294493 DBLINK      Project: 82345 BioProject: PRJNA82345 KEYWORDS    RefSeq. SOURCE      [Clostridium] clariflavum DSM 19732 ORGANISM  [Clostridium] clariflavum DSM 19732 Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium.	Clocl_1055	1234153..1235604	"endoglucanase Y"
YP_004042786	313204129	NC_014734	Paludibacter propionicigenes WB4| Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Paludibacter.	Palpr_1660	complement(1992610..1993908)	"glycoside hydrolase"
NP_721790	24379835	NC_004350	Streptococcus mutans UA159| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	SMU_1432c	complement(1365385..1366272)	"endoglucanase"
YP_004705020	339490515	NC_015734	Leuconostoc sp. C2| Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc.	LGMK_01685	354512..355708	"menaquinone-specific isochorismate synthase"
YP_006035633	386339267	NC_017579	Shewanella baltica OS117| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	Sbal117_0339	complement(381682..382149)	"N-acetyltransferase GCN5"
YP_003620712	296110331	NC_014136	Leuconostoc kimchii IMSNU 11154| Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc.	LKI_01000	complement(179411..180607)	"menaquinone-specific isochorismate synthase"
YP_004697263	339499228	NC_015732	Treponema caldaria DSM 7334| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	Spica_0597	650075..651178	"glycoside hydrolase family protein"
YP_006356589	389854345	NC_017949	Lactococcus lactis subsp. cremoris NZ9000| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	LLNZ_06010	1132810..1133706	"putative endoglucanase"
YP_004103339	317054872	NC_014833	Ruminococcus albus 7 = DSM 20455| Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus.	Rumal_0143	complement(144844..146001)	"glycoside hydrolase family protein"
NP_242971	15614668	NC_002570	Bacillus halodurans C-125| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	BH2105	complement(2228809..2229975)	"xylanase Y"
YP_008501400	538359372	NC_022239	Streptococcus anginosus C238| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group.	SANR_1720	complement(1816111..1817214)	"putative endogluconase"
YP_002936936	238923420	NC_012781	Eubacterium rectale ATCC 33656| Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium.	EUBREC_1040	936351..937493	"xylanase Y"
YP_007842782	479215400	NC_021044	Eubacterium rectale M104/1| Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium.	ERE_20750	complement(2118772..2119914)	"Endoglucanase Y"
YP_245589	67077969			
YP_001272141	148544771	NC_009513	Lactobacillus reuteri DSM 20016| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	Lreu_1561	complement(1620118..1621257)	"glycoside hydrolase"
YP_001032479	125623996	NC_009004	Lactococcus lactis subsp. cremoris MG1363| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus.	llmg_1166	1131976..1132872	"endoglucanase"
YP_001613673	162451306	NC_010162	Sorangium cellulosum So ce56| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Sorangium.	sce3034	4157646..4159049	"endo-1,4-beta-xylanase"
YP_001398999	153951006	NC_009707	Campylobacter jejuni subsp. doylei 269.97| Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter.	JJD26997_2099	1837005..1837604	"hypothetical protein"
YP_003075744	254788315	NC_012997	Teredinibacter turnerae T7901| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadales genera incertae sedis; Teredinibacter.	TERTU_4506	4953474..4954784	"glycoside hydrolase family 8 domain-containing protein"
